sales,customer_id,customer_age,purchase_date,product,last_purchase_date,price,seller_id
20,1967,64,2023-01-02,TV,2022-10-25,2867.08,175
94,4046,30,2023-08-05,Laptop,2024-09-22,961.16,164
35,2568,33,2024-06-20,Smartphone,2022-10-23,2196.14,101
99,1043,72,2023-09-14,TV,2022-04-25,3843.08,110
91,1508,82,2024-03-28,Tablet,2023-05-08,3847.07,175
90,3011,33,2024-02-28,Tablet,2024-12-16,1225.9,191
78,2188,54,2023-11-20,Headphones,2024-05-28,1795.37,196
17,4439,69,2024-05-13,Smartphone,2023-12-20,68.88,141
18,4928,27,2024-08-03,Tablet,2023-10-14,495.31,102
45,2315,55,2023-07-16,TV,2023-09-11,677.32,140
93,1848,61,2024-05-18,Tablet,2023-02-13,1503.57,148
84,2879,71,2023-09-29,Laptop,2024-10-22,3807.13,182
53,1916,68,2024-11-24,Laptop,2024-02-25,2575.74,181
91,3945,69,2023-01-18,Laptop,2022-02-04,3973.41,136
82,1798,87,2023-04-17,Laptop,2023-01-30,3786.78,191
68,1875,76,2024-06-12,Laptop,2024-12-26,2956.33,194
65,2760,30,2023-05-05,Headphones,2024-12-28,2524.31,106
1,3333,58,2024-04-27,Laptop,2022-12-27,4660.04,137
58,4275,29,2024-08-16,Headphones,2023-04-03,2867.89,157
26,3731,67,2023-01-04,Headphones,2022-10-21,2439.98,104
20,4595,74,2024-09-18,Tablet,2023-08-16,4352.15,160
87,1818,67,2023-12-17,TV,2024-08-12,403.62,182
10,3168,74,2023-12-17,Laptop,2022-10-24,3297.33,176
59,1944,71,2024-10-10,TV,2024-08-03,609.48,138
75,4827,83,2023-08-16,Smartphone,2022-09-18,4108.12,127
41,4735,25,2023-01-16,Headphones,2024-02-28,3973.7,156
5,4735,80,2024-02-29,Smartphone,2024-12-27,2542.82,101
65,4065,26,2024-04-08,Headphones,2023-02-06,3322.17,169
17,4259,77,2024-12-24,Laptop,2024-04-06,3874.48,178
22,1906,80,2023-09-03,Smartphone,2022-12-02,2442.35,127
98,1012,89,2023-06-26,Tablet,2024-08-19,4534.49,136
41,1602,20,2024-06-26,Smartphone,2022-01-29,2213.3,188
93,1199,30,2024-05-23,Headphones,2024-03-14,4465.51,195
68,3633,26,2024-07-15,Headphones,2024-04-23,2934.58,154
69,2791,69,2024-10-16,TV,2022-02-14,2159.9,199
11,4527,79,2024-07-17,Smartphone,2023-02-23,70.28,193
56,1447,25,2023-08-21,Tablet,2023-09-08,1513.0,187
51,2811,62,2024-11-08,Laptop,2022-09-19,4346.21,181
21,4911,70,2023-02-07,TV,2024-02-04,2172.13,100
99,1840,80,2024-05-05,Smartphone,2022-10-19,2136.27,102
76,4142,74,2024-03-19,TV,2023-06-18,2472.58,170
26,1589,71,2023-01-20,Smartphone,2024-12-28,1467.2,196
19,4867,36,2024-09-02,Laptop,2023-07-29,2483.18,184
60,2153,84,2024-12-27,Laptop,2022-08-25,1910.03,113
71,3936,63,2024-07-09,Tablet,2022-12-29,4551.74,147
47,3090,27,2023-04-21,TV,2023-06-15,2841.64,136
71,1519,35,2024-05-01,Tablet,2024-01-13,4179.05,102
26,2036,29,2023-03-30,Smartphone,2023-04-10,3450.03,148
40,1724,66,2023-11-15,Laptop,2023-01-17,1102.38,155
5,3670,40,2023-04-28,Laptop,2022-05-07,4344.94,188
21,1987,79,2024-03-09,Headphones,2023-10-20,481.99,159
78,1802,28,2023-08-27,Headphones,2022-08-31,2270.76,196
4,3582,73,2023-03-13,Tablet,2023-07-07,1233.82,112
23,3349,72,2024-02-03,TV,2023-03-15,2710.9,152
84,4837,42,2024-02-08,Smartphone,2023-02-12,1535.25,149
15,1526,26,2024-11-05,Tablet,2023-08-12,3627.99,196
93,2665,29,2023-09-08,Laptop,2024-03-06,4687.75,192
8,4644,28,2023-07-14,Laptop,2023-10-04,3560.0,118
41,2138,55,2024-07-25,Laptop,2023-07-18,1808.79,125
19,1459,45,2024-09-01,Smartphone,2024-03-21,3020.35,152
46,3879,25,2024-08-07,Tablet,2023-01-05,4448.2,156
28,3552,64,2023-08-10,Smartphone,2024-06-25,1386.64,137
91,4379,53,2024-09-22,Laptop,2024-02-09,635.11,108
68,1931,67,2023-07-01,Headphones,2023-10-20,697.28,145
15,2986,26,2024-12-30,Tablet,2024-09-19,2499.52,193
99,1324,77,2023-09-13,Headphones,2024-09-15,3674.07,185
37,1578,89,2023-03-29,Tablet,2024-12-13,3303.43,103
1,3808,84,2024-05-06,Laptop,2022-05-02,2296.75,170
67,4246,70,2023-12-02,Headphones,2022-06-16,3660.03,181
24,3898,34,2024-06-21,Headphones,2024-08-01,3188.15,149
27,2537,70,2024-02-11,Tablet,2024-04-13,3159.74,169
40,4243,45,2024-09-24,Headphones,2022-01-22,1051.76,192
63,4007,80,2023-10-16,Headphones,2023-02-12,1597.29,104
61,3549,32,2023-12-28,Laptop,2023-04-27,1754.9,169
36,3000,36,2024-03-16,Tablet,2022-10-26,4050.54,133
98,3381,87,2023-01-30,Tablet,2022-10-04,3886.8,197
93,3331,64,2024-12-14,TV,2024-03-26,1300.73,164
24,1474,88,2024-07-01,Tablet,2022-11-18,323.0,117
24,2077,65,2024-09-28,Laptop,2022-04-25,3850.53,126
4,2481,37,2023-08-11,Headphones,2022-09-29,2078.84,109
67,2602,54,2023-05-04,TV,2022-09-21,1138.03,101
34,2443,19,2024-11-13,Headphones,2022-09-07,629.23,182
57,4685,81,2024-11-23,Tablet,2024-05-27,113.43,190
49,1631,53,2023-08-03,Smartphone,2023-03-15,2167.26,160
87,1702,22,2023-04-28,Headphones,2024-12-17,1731.83,121
53,3456,81,2023-08-15,Tablet,2022-01-05,3497.53,109
23,1981,24,2024-03-19,Laptop,2024-05-12,4884.49,158
69,2327,87,2024-07-02,Tablet,2022-09-22,1073.57,190
95,2958,39,2024-08-30,TV,2022-04-05,1253.03,111
53,1558,63,2024-09-23,Smartphone,2024-03-29,1719.65,162
62,1221,57,2024-03-12,Smartphone,2023-11-28,2356.39,114
41,2556,78,2023-01-12,Smartphone,2024-01-11,3503.61,162
57,3205,63,2023-05-02,Laptop,2022-11-13,1792.56,164
60,1347,45,2024-06-30,Smartphone,2024-02-13,565.79,137
54,2182,52,2024-05-03,Headphones,2022-04-29,3665.19,187
70,1888,18,2023-09-08,Laptop,2024-03-04,3983.48,105
57,4955,46,2024-08-01,Tablet,2022-07-21,1275.86,192
10,1921,26,2024-04-26,TV,2024-12-12,726.94,105
40,2258,26,2024-07-03,Laptop,2022-11-13,2662.62,137
7,3709,39,2023-10-07,TV,2024-03-23,1081.16,147
38,1404,80,2023-12-03,Laptop,2022-02-07,1902.11,114
85,2280,83,2023-06-17,Tablet,2023-02-17,3897.94,171
61,1676,75,2023-11-24,TV,2022-08-31,1137.05,128
84,1588,87,2023-09-03,Laptop,2024-12-23,4040.98,101
3,2620,72,2024-08-13,TV,2024-05-04,3386.4,174
51,3605,30,2024-09-17,Smartphone,2022-07-20,1137.64,172
86,3952,36,2023-10-28,Smartphone,2022-11-03,2655.7,115
47,4984,50,2024-12-29,Smartphone,2022-06-24,3089.65,157
68,4118,82,2023-07-19,Headphones,2024-08-29,1041.37,187
92,4284,77,2024-05-14,Smartphone,2024-10-12,767.5,133
76,3526,29,2023-01-13,Smartphone,2024-09-20,2679.28,142
38,3534,60,2024-01-01,Tablet,2023-08-20,3484.51,123
36,2594,34,2024-12-19,TV,2023-11-03,2352.09,124
41,1565,85,2023-04-07,TV,2023-11-25,396.69,140
69,4413,46,2023-03-12,Smartphone,2023-07-02,4629.8,132
13,3571,72,2023-12-23,TV,2023-07-03,3490.08,142
87,1703,24,2024-06-27,Laptop,2022-09-30,3124.92,116
58,4574,61,2023-09-07,Smartphone,2024-09-02,3235.95,106
50,4077,22,2023-09-11,Smartphone,2024-02-23,2023.1,158
30,3868,77,2023-07-01,Headphones,2024-07-28,4922.78,126
62,4215,23,2023-06-15,Laptop,2023-03-28,706.76,135
25,1857,24,2023-01-04,Smartphone,2023-07-15,3708.75,118
27,2284,63,2024-04-07,Smartphone,2022-04-04,2133.34,114
51,1584,74,2023-05-25,TV,2023-06-01,4411.43,169
78,3733,71,2023-06-14,Smartphone,2024-08-11,3600.44,156
57,1231,63,2023-12-10,Smartphone,2022-06-23,2833.15,199
47,3317,27,2023-04-15,Smartphone,2023-11-26,4691.58,168
39,3987,21,2024-07-01,Smartphone,2024-06-26,4566.59,152
16,4518,84,2023-11-10,Headphones,2022-02-25,309.05,168
22,3921,42,2023-06-18,Laptop,2023-11-26,1003.31,101
85,2245,78,2024-06-03,Headphones,2023-09-26,3396.43,117
54,1051,55,2024-08-20,TV,2022-09-01,4613.11,131
21,3163,49,2024-03-11,Tablet,2024-06-12,2180.13,128
72,1537,40,2024-08-31,Smartphone,2022-07-23,239.61,148
16,4636,54,2024-05-26,TV,2022-01-16,3234.32,183
59,4948,20,2024-02-13,Tablet,2022-05-06,1013.7,182
31,1540,30,2024-03-11,Smartphone,2023-08-22,2783.99,179
42,2042,51,2023-11-11,Smartphone,2023-04-11,1954.18,174
74,1814,82,2024-06-25,Tablet,2024-02-29,2812.23,159
32,2415,25,2024-09-04,Headphones,2022-03-20,4665.56,127
59,3838,26,2024-08-01,Tablet,2024-02-28,2454.71,185
34,2652,45,2023-03-04,Tablet,2022-09-21,220.92,126
9,3665,35,2023-02-01,Laptop,2022-11-01,2925.54,180
81,1418,59,2024-08-21,Smartphone,2024-01-10,1662.44,107
11,3356,58,2023-07-30,Smartphone,2022-05-05,3901.77,171
96,4810,87,2024-04-07,Headphones,2023-09-10,2376.15,122
10,1863,50,2024-07-16,Headphones,2024-01-12,3719.79,131
86,1185,71,2024-07-28,Laptop,2022-03-22,4548.66,114
17,1260,53,2023-03-21,Laptop,2024-05-21,1843.26,190
68,2551,73,2023-12-09,Laptop,2022-06-24,4947.42,167
48,2296,34,2023-08-20,Headphones,2023-11-07,791.57,139
52,3207,27,2024-09-04,Tablet,2022-12-14,3237.46,195
25,3917,61,2023-05-09,Smartphone,2024-05-27,222.1,156
21,1761,19,2023-01-19,Smartphone,2024-04-22,1104.63,146
65,1223,31,2023-12-23,TV,2023-07-28,3187.2,109
63,2279,58,2024-02-23,Headphones,2023-12-25,278.65,155
89,1179,19,2024-08-28,Headphones,2023-08-31,553.85,191
51,3067,36,2023-03-22,Laptop,2023-07-23,1490.5,151
36,2647,18,2024-09-06,TV,2022-08-22,2899.4,195
81,1631,19,2024-10-27,TV,2022-12-24,129.11,195
88,4777,44,2023-04-28,Headphones,2024-12-24,2437.65,162
66,4539,19,2024-05-08,Laptop,2022-10-20,3147.43,150
15,4694,68,2024-05-06,Smartphone,2024-09-17,2042.49,178
96,4281,27,2023-08-13,Laptop,2023-06-13,384.82,169
39,2536,36,2024-02-23,Smartphone,2022-05-15,3073.83,108
70,3105,30,2023-05-17,Headphones,2024-03-30,3048.89,193
1,4164,65,2023-08-14,Laptop,2022-05-10,2554.91,140
23,4292,73,2023-11-30,TV,2023-07-23,3481.07,139
39,3770,89,2023-08-17,Tablet,2023-06-06,1078.62,115
57,2963,73,2023-11-19,TV,2023-04-05,3408.78,124
81,4303,67,2023-04-18,Smartphone,2023-08-16,849.2,109
34,4845,62,2024-03-20,Headphones,2024-07-30,1993.83,129
41,4435,76,2023-01-07,Laptop,2024-06-19,384.45,108
93,1614,56,2023-05-08,Headphones,2023-09-06,4104.68,139
73,1561,38,2023-12-19,Headphones,2023-06-23,2714.26,156
13,3421,72,2023-09-24,Smartphone,2022-09-18,4856.69,145
70,1621,74,2024-11-15,Headphones,2023-09-01,4714.52,106
6,4527,58,2023-08-02,Laptop,2022-08-16,4992.88,142
84,3135,87,2023-09-04,TV,2024-01-31,551.27,147
52,4091,66,2024-09-09,Headphones,2022-09-15,3052.57,175
3,2013,61,2024-08-17,Laptop,2024-04-05,2067.5,156
81,3061,52,2024-01-09,Laptop,2024-11-09,2686.69,116
63,3180,22,2024-02-25,Smartphone,2023-02-28,1578.4,124
49,2960,88,2024-12-15,Headphones,2023-02-17,287.94,106
76,4879,68,2023-02-10,Smartphone,2022-12-11,3553.36,154
47,2057,74,2024-12-17,TV,2023-10-12,4830.79,118
55,3939,75,2023-12-14,TV,2023-04-12,2685.29,180
64,4279,53,2024-07-14,Laptop,2022-07-08,1681.42,131
65,4884,27,2023-05-23,Headphones,2024-08-10,4694.48,186
81,4270,67,2023-05-21,Laptop,2022-09-27,1855.1,131
67,1591,54,2024-07-18,Headphones,2023-10-27,4576.92,125
90,1582,37,2023-04-17,Smartphone,2022-01-21,4285.67,171
15,4226,30,2023-02-02,TV,2023-12-15,2667.12,121
32,2613,36,2023-07-19,TV,2023-03-05,3400.52,154
96,2101,73,2023-04-29,Smartphone,2023-07-30,3516.57,156
68,4243,62,2023-08-17,Tablet,2023-08-19,3223.4,107
18,1288,77,2024-09-21,Tablet,2023-08-08,845.71,145
83,2568,85,2024-11-18,Tablet,2024-10-14,3479.24,104
43,4883,74,2023-07-04,Headphones,2024-09-17,65.93,111
35,4859,71,2023-08-03,Smartphone,2023-10-21,3564.68,126
78,4060,54,2023-05-10,Headphones,2024-12-06,2796.44,183
58,3926,54,2023-09-29,Headphones,2022-08-11,1335.81,110
33,2443,31,2024-09-26,Smartphone,2024-08-17,4028.63,135
14,1006,61,2023-01-08,Headphones,2022-06-07,2056.13,151
34,2183,59,2024-02-07,Smartphone,2024-12-06,2454.6,101
61,1239,18,2024-08-01,Tablet,2024-03-11,186.99,173
4,2986,40,2024-09-18,Tablet,2023-12-23,2036.53,170
88,2446,81,2024-01-04,Headphones,2022-11-15,878.45,111
59,3583,45,2024-09-08,TV,2022-10-25,1416.91,154
29,2749,21,2024-06-20,Smartphone,2023-03-21,1298.09,179
83,3117,58,2023-02-22,Laptop,2022-04-15,277.8,130
6,2903,77,2023-09-04,Laptop,2024-06-01,2329.45,190
97,3263,35,2023-12-03,Headphones,2024-12-27,2636.83,131
49,4175,80,2023-10-08,TV,2023-06-22,2876.76,163
40,4798,78,2023-02-02,Smartphone,2023-11-04,2337.99,190
83,2077,66,2024-07-01,Tablet,2024-03-11,4354.16,158
65,3853,64,2023-12-09,Headphones,2024-03-27,236.51,124
69,3377,56,2023-08-27,Smartphone,2024-11-30,3088.35,168
27,1847,23,2024-05-06,Smartphone,2024-08-25,4337.35,167
80,4274,70,2024-12-29,Smartphone,2024-05-12,253.15,143
6,2311,42,2023-06-26,TV,2022-08-30,2506.72,142
13,3092,82,2023-02-13,Smartphone,2024-07-31,2965.68,114
64,3876,22,2023-10-31,TV,2022-01-20,994.98,112
62,3245,82,2024-10-31,TV,2024-06-12,1299.88,196
99,2239,25,2023-09-26,Smartphone,2024-04-20,3938.69,168
19,2504,56,2024-11-13,Tablet,2024-01-14,2858.62,169
76,2332,60,2024-02-04,Smartphone,2024-11-05,1613.1,144
80,3943,22,2024-08-25,Tablet,2022-10-28,3835.54,124
43,4506,21,2024-03-06,Headphones,2022-06-14,3746.24,124
74,3379,18,2024-02-25,Laptop,2024-02-20,1759.74,109
89,1695,73,2023-05-11,Headphones,2022-12-19,2468.81,161
20,1026,62,2024-02-14,TV,2024-10-17,3339.37,111
95,4237,82,2023-08-13,Headphones,2024-05-20,1749.08,166
68,3365,20,2023-05-23,Laptop,2024-01-29,3163.6,128
44,4345,39,2024-07-31,Laptop,2024-05-27,1292.81,192
23,4454,89,2024-06-23,Tablet,2024-01-23,1495.5,142
2,3412,73,2023-05-05,Headphones,2024-05-15,1587.83,187
22,4174,35,2023-07-31,TV,2024-10-29,4683.47,187
57,1959,42,2024-03-03,TV,2022-08-16,4176.68,188
72,2526,65,2024-03-12,Tablet,2024-11-21,2847.57,136
7,2868,48,2024-08-14,Tablet,2023-03-07,2841.17,168
78,1372,47,2023-08-26,Headphones,2024-02-28,327.93,110
56,4687,83,2024-10-05,Tablet,2022-06-19,3265.06,139
67,2949,27,2023-11-24,Laptop,2022-03-11,1674.19,162
16,1244,88,2023-04-29,TV,2022-01-02,3080.88,121
83,2840,76,2023-02-15,Laptop,2024-12-15,4209.16,114
51,4240,68,2023-03-25,Smartphone,2023-11-01,275.22,108
82,4699,26,2023-12-18,Laptop,2022-09-28,3054.96,169
80,2676,71,2023-01-13,TV,2023-06-28,2842.79,163
72,4489,79,2024-09-28,Smartphone,2022-09-27,1073.49,189
97,4427,26,2023-06-21,Headphones,2022-07-09,3249.84,105
12,3525,26,2023-08-22,Smartphone,2023-12-23,2796.43,195
53,1124,41,2023-06-30,Tablet,2022-01-22,3848.23,142
75,1536,56,2023-02-20,TV,2022-01-14,597.56,119
5,3753,25,2024-11-11,Tablet,2023-07-22,2245.86,198
27,2919,42,2024-01-30,Laptop,2023-07-29,4989.77,142
12,2635,83,2024-03-04,Headphones,2023-08-15,3461.94,161
17,2425,27,2023-10-01,TV,2023-07-06,3437.28,166
6,2540,41,2023-07-26,Headphones,2024-03-16,1623.46,181
97,1530,76,2023-05-28,TV,2024-07-02,514.75,198
5,4753,48,2023-10-27,Tablet,2022-10-06,4750.0,151
57,3833,28,2024-03-28,Laptop,2024-02-07,572.08,173
28,1253,23,2024-07-02,Smartphone,2022-02-17,4963.9,199
78,3168,87,2024-11-03,Headphones,2024-01-14,672.62,193
69,4103,49,2024-01-18,TV,2023-11-17,895.99,125
59,1660,56,2024-09-09,TV,2023-09-17,1576.42,193
33,2801,65,2024-06-17,Headphones,2023-01-16,2586.26,130
62,2060,30,2023-08-21,Smartphone,2022-11-06,3962.49,154
50,4760,76,2024-09-25,Laptop,2023-07-06,4856.49,167
19,2365,84,2023-05-09,TV,2023-06-26,1826.18,156
86,2036,73,2024-12-29,TV,2024-02-06,151.04,123
69,2206,58,2024-10-21,Headphones,2022-07-03,3102.56,164
66,4728,73,2024-07-23,Headphones,2023-04-11,3568.41,125
94,4336,52,2023-08-25,TV,2023-10-01,2017.35,148
47,3135,55,2024-08-04,TV,2023-08-17,958.21,192
39,4533,84,2024-12-01,TV,2023-12-05,1564.78,137
68,3093,51,2024-07-28,Tablet,2022-01-01,3296.21,135
33,4463,87,2024-04-29,TV,2024-10-04,2496.21,153
13,2142,28,2023-08-29,Laptop,2022-12-28,3729.95,108
84,3980,44,2024-11-27,Laptop,2023-12-20,1129.94,141
54,2554,65,2023-08-11,Smartphone,2022-10-10,4217.83,195
7,4518,41,2023-04-09,Headphones,2024-04-10,821.63,181
79,2755,35,2024-07-10,Smartphone,2022-06-18,1683.08,123
87,2965,44,2023-09-30,TV,2024-06-07,2976.48,139
14,1744,71,2024-02-03,Headphones,2022-05-02,3697.47,181
87,2629,72,2024-05-31,TV,2023-03-17,1367.6,107
19,1966,38,2024-03-05,Headphones,2023-10-01,4743.19,153
54,1762,76,2024-06-06,Tablet,2023-04-19,3545.25,110
93,3809,51,2023-12-14,Tablet,2024-01-02,1127.49,198
20,1793,75,2024-07-04,Tablet,2024-07-29,3642.54,187
29,1743,65,2024-03-26,Smartphone,2023-10-22,3496.85,176
24,2069,71,2023-02-11,Headphones,2022-10-19,3775.79,194
82,4957,35,2024-12-15,Smartphone,2024-07-26,4583.61,155
63,2531,20,2023-04-04,Headphones,2022-09-04,3573.0,193
74,1557,41,2024-04-30,TV,2022-07-07,1791.96,128
57,2994,18,2024-05-31,Tablet,2023-07-11,3963.06,141
8,1525,23,2024-07-17,Tablet,2024-06-08,3494.52,105
90,3644,36,2023-05-30,Headphones,2022-09-04,2892.58,102
62,4902,60,2024-12-17,Smartphone,2024-08-16,1801.47,191
29,1839,25,2024-05-13,Smartphone,2022-10-19,4609.19,173
74,1002,86,2024-01-06,Laptop,2024-06-13,2588.14,197
17,2051,69,2024-11-29,Tablet,2022-05-31,3159.11,164
66,2404,64,2024-04-29,Tablet,2022-05-31,2106.05,111
6,1156,45,2024-10-26,Smartphone,2022-05-04,3915.04,135
58,3902,63,2024-01-18,Tablet,2022-09-29,1738.15,155
69,2937,21,2024-09-19,Smartphone,2023-10-21,4062.64,151
28,2954,25,2024-10-22,Laptop,2023-08-31,584.31,131
62,1510,78,2023-07-11,Headphones,2024-09-07,3559.36,155
41,4404,34,2023-08-09,Headphones,2023-07-09,2410.57,110
69,4915,51,2023-02-16,Laptop,2023-06-15,3508.83,100
82,1686,37,2023-05-07,Tablet,2023-12-26,2680.41,105
90,2137,51,2024-12-27,TV,2023-10-08,714.82,190
84,2412,60,2023-01-07,Tablet,2022-03-05,2411.11,178
41,2510,27,2024-11-26,Smartphone,2023-06-02,4824.57,173
49,4914,47,2023-04-26,TV,2022-11-25,3786.46,123
91,4321,42,2024-07-17,Laptop,2023-11-21,1535.94,171
49,1570,74,2024-01-01,Headphones,2023-04-24,4723.37,180
76,1714,80,2023-02-15,Headphones,2023-01-26,3905.78,123
71,2338,88,2024-01-28,Tablet,2023-07-29,1854.01,176
3,3286,64,2023-01-23,Headphones,2023-02-16,3037.69,108
10,4305,20,2023-05-11,Tablet,2024-05-18,2162.09,158
98,3350,63,2023-05-07,Smartphone,2023-05-22,528.62,169
89,3654,53,2024-03-20,Smartphone,2024-08-15,4039.85,192
35,1990,43,2023-11-05,Laptop,2022-10-21,995.84,122
80,4724,27,2024-12-08,Smartphone,2024-02-02,2317.29,185
2,1333,51,2024-03-08,Tablet,2023-05-23,3528.06,184
24,3160,25,2024-04-17,Headphones,2022-04-29,4664.46,116
74,2644,72,2023-02-17,Smartphone,2023-04-23,360.49,197
38,1361,27,2023-03-23,Smartphone,2023-07-18,1996.51,189
22,2880,74,2023-04-19,Tablet,2024-04-21,3092.51,124
26,3848,62,2023-09-20,Smartphone,2024-12-07,3907.58,137
43,3144,67,2023-01-31,Headphones,2023-04-20,4608.61,102
55,2981,81,2023-12-24,Headphones,2024-08-03,52.46,166
39,4918,19,2024-07-21,Headphones,2024-01-22,3157.43,113
91,3063,62,2024-04-24,Headphones,2023-07-04,84.34,109
29,3603,79,2023-07-08,TV,2023-12-29,3946.91,165
20,2977,31,2023-01-05,Headphones,2022-05-16,790.85,170
91,1375,32,2023-10-13,TV,2023-06-02,4478.37,113
41,1741,31,2024-10-18,Headphones,2024-01-29,817.86,180
54,1389,48,2024-01-29,Headphones,2022-11-20,3833.43,109
20,3667,46,2024-03-30,Tablet,2022-04-21,1482.05,198
19,2240,44,2024-12-08,Headphones,2023-12-25,2808.41,148
84,4470,26,2024-03-01,Smartphone,2023-05-03,3061.75,190
99,4331,37,2023-01-27,Headphones,2022-12-31,1073.47,161
66,1823,75,2023-05-07,Laptop,2024-02-06,1528.55,147
30,3367,66,2023-05-15,Tablet,2024-04-11,582.16,102
53,3243,74,2024-06-18,Tablet,2022-04-23,76.18,146
34,4549,33,2023-11-27,Headphones,2022-11-16,1235.37,159
22,1417,25,2024-09-20,Laptop,2022-06-24,2604.21,124
67,4546,84,2024-01-27,Headphones,2024-11-08,3582.31,106
6,1606,36,2023-01-08,Smartphone,2022-05-06,3978.12,176
79,1567,84,2024-09-04,Tablet,2024-09-21,395.34,138
27,1543,53,2023-09-18,Tablet,2022-09-11,1398.44,142
10,3278,77,2023-07-18,Laptop,2024-07-17,3862.61,145
73,1883,53,2024-08-20,TV,2024-02-06,2430.3,188
97,3568,28,2024-01-21,Laptop,2022-10-19,951.83,142
96,1702,68,2024-04-16,Smartphone,2022-07-18,1991.46,128
48,4944,72,2023-06-28,Laptop,2023-11-18,1386.67,182
70,2223,71,2024-03-25,TV,2024-02-21,300.73,185
59,3893,34,2023-08-28,Smartphone,2024-07-29,3829.95,165
59,3720,79,2024-06-07,Smartphone,2022-08-06,1493.88,185
2,2622,59,2023-07-02,TV,2023-09-22,4728.4,198
29,3068,41,2023-12-24,Headphones,2024-03-28,4446.22,197
68,4382,34,2024-01-11,Laptop,2024-04-12,3595.57,168
65,3635,65,2024-12-02,Smartphone,2022-01-23,1666.84,126
83,3945,87,2024-12-27,Laptop,2023-09-29,1435.62,181
26,4724,24,2024-06-21,TV,2023-12-12,2402.59,102
89,4709,31,2023-03-23,Tablet,2023-11-30,1805.28,155
10,2786,28,2023-12-24,TV,2022-11-25,4510.73,163
53,4971,29,2023-07-04,Laptop,2023-12-12,661.3,120
79,2619,22,2023-10-15,Smartphone,2023-04-18,3636.11,123
59,2457,22,2023-03-03,Laptop,2023-04-23,3073.94,189
22,3418,37,2024-05-21,Tablet,2024-07-10,4041.19,119
51,2583,71,2024-04-06,Smartphone,2023-07-10,2735.31,151
48,2914,72,2023-01-30,Tablet,2023-08-11,3166.23,112
21,1077,75,2023-01-31,Headphones,2023-11-25,4815.57,169
22,4613,47,2023-10-20,TV,2022-04-29,505.21,189
98,2308,41,2023-06-22,Headphones,2024-11-29,569.09,142
30,1647,20,2024-09-05,Laptop,2022-09-17,1998.36,193
25,3187,65,2023-05-08,Headphones,2024-08-06,2390.03,177
28,1552,88,2023-03-27,TV,2024-01-26,1039.37,136
65,1997,39,2023-11-11,Smartphone,2022-01-06,459.21,129
45,1281,31,2023-01-28,Tablet,2022-11-07,159.77,114
68,4633,65,2023-05-02,Smartphone,2022-03-07,3834.73,182
7,2281,46,2023-09-08,Headphones,2024-01-01,2451.03,174
49,2846,67,2024-07-26,Laptop,2022-01-29,4224.85,183
9,2383,27,2024-02-07,Headphones,2023-10-22,1836.14,124
36,3487,88,2024-11-13,TV,2024-06-18,3532.06,137
83,3317,44,2024-03-18,TV,2024-06-22,2468.18,142
1,2157,45,2023-09-29,Laptop,2022-12-27,3079.75,129
10,3793,26,2023-04-23,Smartphone,2024-08-19,1882.47,139
36,4711,88,2024-12-06,TV,2022-01-26,451.79,158
73,1103,43,2024-01-29,TV,2022-03-12,4739.5,122
46,1765,25,2023-01-19,Laptop,2022-06-26,4188.64,143
32,3142,19,2024-08-27,Smartphone,2022-01-27,1593.86,180
32,4920,74,2024-12-29,Headphones,2024-04-19,4795.58,100
6,3776,69,2024-04-09,Tablet,2024-03-27,1537.42,177
48,2596,75,2024-11-21,Laptop,2023-07-29,2242.8,181
38,1479,20,2023-07-10,Smartphone,2024-09-26,3787.92,140
17,3827,25,2024-05-07,Tablet,2023-06-15,1579.57,161
74,4312,76,2023-06-12,Laptop,2023-05-08,1656.31,159
27,3060,19,2024-09-03,Headphones,2022-10-05,2079.91,179
54,4218,79,2024-11-29,Headphones,2024-09-25,2368.53,109
50,2963,66,2023-10-22,Smartphone,2024-04-18,661.9,172
35,4823,37,2024-08-01,Smartphone,2024-04-26,136.58,177
85,3648,46,2023-03-14,Headphones,2024-06-18,4599.83,165
25,3142,34,2024-12-01,Headphones,2022-10-20,1798.28,156
28,4898,39,2024-07-15,Laptop,2024-11-17,553.36,141
15,3340,23,2023-11-05,Smartphone,2022-09-13,3807.9,153
4,3072,79,2023-10-29,Tablet,2024-06-23,1510.55,184
93,2295,48,2023-11-04,Headphones,2023-10-27,949.24,141
73,2528,79,2023-05-04,Tablet,2022-09-22,4814.92,165
27,2189,29,2024-10-30,Smartphone,2023-02-05,4606.69,169
26,1938,29,2023-09-18,Smartphone,2023-04-05,573.44,110
19,1761,80,2023-07-14,TV,2024-02-16,4501.46,166
92,4158,33,2023-12-17,Headphones,2024-10-17,4459.79,110
17,1653,42,2024-05-03,Smartphone,2023-02-07,3190.15,103
43,2669,39,2023-07-19,Smartphone,2024-09-21,2672.2,178
41,4032,35,2024-05-22,Headphones,2022-10-28,1126.32,189
42,4862,62,2024-08-02,TV,2024-12-30,650.85,199
50,3685,85,2024-03-21,TV,2022-08-02,3051.53,178
84,4899,29,2023-03-21,TV,2024-05-23,4118.69,148
40,3538,66,2024-11-28,TV,2023-01-09,3458.79,121
39,2931,50,2024-09-08,Laptop,2022-12-10,944.96,136
23,4212,80,2024-04-13,Headphones,2024-05-11,1485.59,109
96,4939,35,2024-03-17,Headphones,2022-10-28,2754.77,119
52,2126,71,2024-10-15,Headphones,2024-01-19,3143.71,195
